sequence,cell_id,task_id,pair_id,pair_variant,source_pool_view_id,tool_pool_size,pool_repeat,method,selected_tool_id,transport_accepted,exactly_one_tool_call,arguments_json_valid,arguments_exact,primary_endpoint_hit,family_hit,alternative_hit,scientific_hit,primary_end_to_end,scientific_end_to_end,finish_reason,tool_call_count,provider_error,error_type,reasoning_content_observed,api_latency_ms
73,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,963.0715
74,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,996.9025
75,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,628.9724
76,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,874.7473
77,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,783.9637
78,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,905.3798
79,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,919.2649
80,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,933.0197
81,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,804.5891
82,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,769.3827
83,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1208.1111
84,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,988.4743
85,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,806.9811
86,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1354.552
87,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1002.7996
88,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1074.8004
89,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1009.6136
90,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,866.5922
91,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,959.5342
92,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1095.383
93,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,914.7482
94,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,755.8101
95,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,995.9927
96,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1138.7788
97,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,852.1082
98,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1310.8613
99,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1232.0612
100,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1069.2143
101,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1454.2635
102,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,902.2366
103,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1068.2615
104,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,924.7044
105,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1195.5958
106,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,872.8426
107,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,763.4846
108,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1199.3722
109,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1350.4508
110,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1122.8178
111,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1253.5065
112,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1460.13
113,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1382.0947
114,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1369.4855
115,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1054.2465
116,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1130.9335
117,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,754.9921
118,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1090.0095
119,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,796.1429
120,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-NH4_2SO4-MOLAR-MASS,PAIR-A002-A003-NH4_2SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,930.6503
121,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,805.1055
122,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,885.5385
123,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,770.4906
124,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,942.4405
125,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,993.1871
126,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,901.8896
127,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1371.7675
128,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1012.0625
129,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,830.2925
130,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,826.9708
131,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1027.751
132,A002-A003-TOP5-R1-E3-MP-CA_OH_2-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-ELEMENTS,PAIR-A002-A003-CA_OH_2,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,2023.3659
133,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1039.5211
134,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,859.1541
135,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,706.8729
136,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,854.144
137,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,796.7498
138,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,811.9832
139,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,744.1704
140,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,974.4289
141,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,702.5736
142,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,758.262
